session,phase,category,frame,mean_dFF,H,W,n_frames
230716,Expert,CR,15,-0.0009083721226337383,142,170,22
230716,Expert,CR,16,-0.0019213313405496246,142,170,22
230716,Expert,CR,17,-0.0014014326272676018,142,170,22
230716,Expert,CR,18,-0.0003401874707247133,142,170,22
230716,Expert,CR,19,-0.0003345321673104321,142,170,22
230716,Expert,CR,20,6.402433774911627e-05,142,170,22
230716,Expert,CR,21,0.000513282966016431,142,170,22
230716,Expert,Target,0,0.002825683380252493,142,170,22
230716,Expert,Target,1,0.0014890351847723555,142,170,22
230716,Expert,Target,2,0.0008862653459997576,142,170,22
230716,Expert,Target,3,0.0009556083675310063,142,170,22
230716,Expert,Target,4,0.00026864915412307534,142,170,22
230716,Expert,Target,5,-0.000236604995267142,142,170,22
230716,Expert,Target,6,-0.0004092496029351453,142,170,22
230716,Expert,Target,7,-0.0007666745814792443,142,170,22
230716,Expert,Target,8,-0.0008078679861695604,142,170,22
230716,Expert,Target,9,-0.0010623686281824832,142,170,22
230716,Expert,Target,10,-0.0003167922583926031,142,170,22
230716,Expert,Target,11,-0.00039459534636424173,142,170,22
230716,Expert,Target,12,0.00014269422030425537,142,170,22
230716,Expert,Target,13,0.002393453574389052,142,170,22
230716,Expert,Target,14,0.008331053672434027,142,170,22
230716,Expert,Target,15,0.014854203903642837,142,170,22
230716,Expert,Target,16,0.022149462313613578,142,170,22
230716,Expert,Target,17,0.026884379745824784,142,170,22
230716,Expert,Target,18,0.02765706849693826,142,170,22
230716,Expert,Target,19,0.025260603267912775,142,170,22
230716,Expert,Target,20,0.023392276160938644,142,170,22
230716,Expert,Target,21,0.02116921824283554,142,170,22
230716,Expert,Distractor,0,0.003897625625042269,142,170,22
230716,Expert,Distractor,1,0.00047127613181783027,142,170,22
230716,Expert,Distractor,2,0.000805500196944324,142,170,22
230716,Expert,Distractor,3,0.0006601377360777135,142,170,22
230716,Expert,Distractor,4,0.0006011870644513713,142,170,22
230716,Expert,Distractor,5,0.0005228207196706657,142,170,22
230716,Expert,Distractor,6,0.00030219362427654254,142,170,22
230716,Expert,Distractor,7,-0.0005769717532372591,142,170,22
230716,Expert,Distractor,8,-0.0008430907231240102,142,170,22
230716,Expert,Distractor,9,-0.0009604549170672017,142,170,22
230716,Expert,Distractor,10,-0.0009825980798099758,142,170,22
230716,Expert,Distractor,11,-0.0008451561413217805,142,170,22
230716,Expert,Distractor,12,-0.0007678041397480498,142,170,22
230716,Expert,Distractor,13,-0.000613587548175512,142,170,22
230716,Expert,Distractor,14,0.0005444982312301197,142,170,22
230716,Expert,Distractor,15,0.0019332626266310052,142,170,22
230716,Expert,Distractor,16,0.002316235369677082,142,170,22
230716,Expert,Distractor,17,0.00362158426130468,142,170,22
230716,Expert,Distractor,18,0.0042227513213002185,142,170,22
230716,Expert,Distractor,19,0.003945714716398464,142,170,22
230716,Expert,Distractor,20,0.004534160817568375,142,170,22
230716,Expert,Distractor,21,0.004201332359215707,142,170,22
230704,Naive,Hits,0,0.000846753696226808,142,170,22
230704,Naive,Hits,1,0.0002706244879067996,142,170,22
230704,Naive,Hits,2,-1.1169007200554984e-05,142,170,22
230704,Naive,Hits,3,-0.0004527866663814221,142,170,22
230704,Naive,Hits,4,-0.0001700014321388775,142,170,22
230704,Naive,Hits,5,0.0001288904406934152,142,170,22
230704,Naive,Hits,6,9.992122427216405e-05,142,170,22
230704,Naive,Hits,7,-0.0007837547189104069,142,170,22
230704,Naive,Hits,8,-0.0002578737372077747,142,170,22
230704,Naive,Hits,9,0.0007850674980547831,142,170,22
230704,Naive,Hits,10,0.0003910819109118813,142,170,22
230704,Naive,Hits,11,-0.0002965265320482708,142,170,22
230704,Naive,Hits,12,0.00021654563768639827,142,170,22
230704,Naive,Hits,13,0.0028588396131324478,142,170,22
230704,Naive,Hits,14,0.006542703444787938,142,170,22
230704,Naive,Hits,15,0.008769568277650167,142,170,22
230704,Naive,Hits,16,0.012760462915161757,142,170,22
230704,Naive,Hits,17,0.01563146760646157,142,170,22
230704,Naive,Hits,18,0.01882819626931191,142,170,22
230704,Naive,Hits,19,0.020206473101953986,142,170,22
230704,Naive,Hits,20,0.021793223072252607,142,170,22
230704,Naive,Hits,21,0.023014543026093747,142,170,22
230704,Naive,GoodLicks,0,-6.114071918513256e-05,142,170,14
230704,Naive,GoodLicks,1,0.001052237607457024,142,170,14
230704,Naive,GoodLicks,2,0.0013718685231483042,142,170,14
230704,Naive,GoodLicks,3,0.0006429055162939297,142,170,14
230704,Naive,GoodLicks,4,0.0006653248519314235,142,170,14
230704,Naive,GoodLicks,5,0.0012656139241672248,142,170,14
230704,Naive,GoodLicks,6,0.003976515148285245,142,170,14
230704,Naive,GoodLicks,7,0.0102231625017212,142,170,14
230704,Naive,GoodLicks,8,0.014905970136651039,142,170,14
230704,Naive,GoodLicks,9,0.019239822856821628,142,170,14
230704,Naive,GoodLicks,10,0.022219807278174183,142,170,14
230704,Naive,GoodLicks,11,0.01717501710130904,142,170,14
230704,Naive,GoodLicks,12,0.017341808430758037,142,170,14
230704,Naive,GoodLicks,13,0.018085863350201077,142,170,14
230704,Naive,FA,0,0.004730054599840835,142,170,22
230704,Naive,FA,1,-0.001447792047818216,142,170,22
230704,Naive,FA,2,-0.0015168153058381696,142,170,22
230704,Naive,FA,3,-0.0009402081929400139,142,170,22
230704,Naive,FA,4,0.000799501463572478,142,170,22
230704,Naive,FA,5,0.00016250591247473785,142,170,22
230704,Naive,FA,6,0.0002852737399752279,142,170,22
230704,Naive,FA,7,-0.00014819280188619458,142,170,22
230704,Naive,FA,8,0.0008905152709560017,142,170,22
230704,Naive,FA,9,0.0011846607254459235,142,170,22
230704,Naive,FA,10,0.0007305512360582117,142,170,22
230704,Naive,FA,11,-0.0006803235773493743,142,170,22
230704,Naive,FA,12,0.001236301118925162,142,170,22
230704,Naive,FA,13,0.0022128006763517914,142,170,22
230704,Naive,FA,14,0.0036027344328187264,142,170,22
230704,Naive,FA,15,0.005126957203284495,142,170,22
230704,Naive,FA,16,0.0054429132763082495,142,170,22
230704,Naive,FA,17,0.007186802232786357,142,170,22
230704,Naive,FA,18,0.008117175039836952,142,170,22
230704,Naive,FA,19,0.009350754771719054,142,170,22
230704,Naive,FA,20,0.011068700840488298,142,170,22
230704,Naive,FA,21,0.01029546529296739,142,170,22
230704,Naive,DistractorLicks,0,-0.0017904187484780924,142,170,14
230704,Naive,DistractorLicks,1,-0.002505750879022034,142,170,14
230704,Naive,DistractorLicks,2,-0.0015359108763070095,142,170,14
230704,Naive,DistractorLicks,3,0.0002697534224388315,142,170,14
230704,Naive,DistractorLicks,4,0.0021356539855117602,142,170,14
230704,Naive,DistractorLicks,5,0.002640867613356738,142,170,14
230704,Naive,DistractorLicks,6,0.0006287787944410972,142,170,14
230704,Naive,DistractorLicks,7,0.0021028714967590775,142,170,14
230704,Naive,DistractorLicks,8,0.00267501746459683,142,170,14
230704,Naive,DistractorLicks,9,0.005322190660917277,142,170,14
230704,Naive,DistractorLicks,10,0.009369178905474904,142,170,14
230704,Naive,DistractorLicks,11,0.008938429283389216,142,170,14
230704,Naive,DistractorLicks,12,0.011539907543071706,142,170,14
230704,Naive,DistractorLicks,13,0.009517460247934552,142,170,14
230704,Naive,Spont,0,-0.002297697966979526,142,170,14
230704,Naive,Spont,1,-0.0018659792309554599,142,170,14
230704,Naive,Spont,2,-0.0032464589857970154,142,170,14
230704,Naive,Spont,3,-0.004369568523992295,142,170,14
230704,Naive,Spont,4,-0.00368636247598065,142,170,14
230704,Naive,Spont,5,-0.0029638126074688033,142,170,14
230704,Naive,Spont,6,-0.003241392309590205,142,170,14
230704,Naive,Spont,7,-0.0029895174985637056,142,170,14
230704,Naive,Spont,8,-0.0008717852197052253,142,170,14
230704,Naive,Spont,9,-0.0010884769559895337,142,170,14
230704,Naive,Spont,10,-0.0008761071170240451,142,170,14
230704,Naive,Spont,11,-7.835636617008777e-05,142,170,14
230704,Naive,Spont,12,-0.0006623314534135937,142,170,14
230704,Naive,Spont,13,0.00014030332125386185,142,170,14
230704,Naive,Misses,0,6.761993076881709e-05,142,170,22
230704,Naive,Misses,1,0.00045420987121850436,142,170,22
230704,Naive,Misses,2,0.0003985766040705258,142,170,22
230704,Naive,Misses,3,0.00033765032923621554,142,170,22
230704,Naive,Misses,4,0.00022499114070314758,142,170,22
230704,Naive,Misses,5,8.281889032969893e-05,142,170,22
230704,Naive,Misses,6,-8.734041527068808e-05,142,170,22
230704,Naive,Misses,7,-0.00024759286377511983,142,170,22
230704,Naive,Misses,8,-0.0003337316095038444,142,170,22
230704,Naive,Misses,9,-0.00036790136481774314,142,170,22
230704,Naive,Misses,10,-0.0004616805821907023,142,170,22
230704,Naive,Misses,11,-0.0004581312530470203,142,170,22
230704,Naive,Misses,12,-0.0003043877010957617,142,170,22
230704,Naive,Misses,13,-1.4438088890326546e-05,142,170,22
230704,Naive,Misses,14,0.00021615070234231633,142,170,22
230704,Naive,Misses,15,0.00022931057632675592,142,170,22
230704,Naive,Misses,16,0.0002796460478413398,142,170,22
230704,Naive,Misses,17,0.0002686168085460821,142,170,22
230704,Naive,Misses,18,0.00017103444095933326,142,170,22
230704,Naive,Misses,19,-7.582843237685553e-05,142,170,22
230704,Naive,Misses,20,-0.00015001498201863315,142,170,22
230704,Naive,Misses,21,-0.00023510462543748612,142,170,22
230704,Naive,CR,0,0.00037753078305719607,142,170,22
230704,Naive,CR,1,-0.0004585773356695575,142,170,22
230704,Naive,CR,2,-0.00035223470607154714,142,170,22
230704,Naive,CR,3,-0.00042307247993534296,142,170,22
230704,Naive,CR,4,-0.00020737581696992288,142,170,22
230704,Naive,CR,5,-5.366593241265105e-05,142,170,22
230704,Naive,CR,6,1.55669101493961e-05,142,170,22
230704,Naive,CR,7,0.00021436902740237915,142,170,22
230704,Naive,CR,8,0.0003489079981713527,142,170,22
230704,Naive,CR,9,0.0004916338355452875,142,170,22
230704,Naive,CR,10,0.00042444849979060545,142,170,22
230704,Naive,CR,11,0.00037773625968966717,142,170,22
230704,Naive,CR,12,0.0003046593125029436,142,170,22
230704,Naive,CR,13,0.000257809008496968,142,170,22
230704,Naive,CR,14,0.0001500088730691106,142,170,22
230704,Naive,CR,15,0.00010339198185526865,142,170,22
230704,Naive,CR,16,4.2692588715747996e-05,142,170,22
230704,Naive,CR,17,-8.57028549537584e-05,142,170,22
230704,Naive,CR,18,-0.00020532964577931113,142,170,22
230704,Naive,CR,19,-0.0003988554154962664,142,170,22
230704,Naive,CR,20,-0.0006255755682379247,142,170,22
230704,Naive,CR,21,-0.0006957471174764423,142,170,22
230704,Naive,Target,0,9.013824768956886e-05,142,170,22
230704,Naive,Target,1,0.00044890393528463875,142,170,22
230704,Naive,Target,2,0.00038673424536326764,142,170,22
230704,Naive,Target,3,0.00031480532936287186,142,170,22
230704,Naive,Target,4,0.00021357517038979467,142,170,22
230704,Naive,Target,5,8.415043802807209e-05,142,170,22
230704,Naive,Target,6,-8.192822915673277e-05,142,170,22
230704,Naive,Target,7,-0.0002630888711489717,142,170,22
230704,Naive,Target,8,-0.0003315391854490434,142,170,22
230704,Naive,Target,9,-0.0003345785653127568,142,170,22
230704,Naive,Target,10,-0.00043703426736114434,142,170,22
230704,Naive,Target,11,-0.00045346059637076005,142,170,22
230704,Naive,Target,12,-0.00028933182425234594,142,170,22
230704,Naive,Target,13,6.860461926062165e-05,142,170,22
230704,Naive,Target,14,0.00039899904749970597,142,170,22
230704,Naive,Target,15,0.00047613883359043927,142,170,22
230704,Naive,Target,16,0.0006403632983419295,142,170,22
230704,Naive,Target,17,0.0007126298373875684,142,170,22
230704,Naive,Target,18,0.0007102587712585409,142,170,22
230704,Naive,Target,19,0.0005103652535864652,142,170,22
230704,Naive,Target,20,0.0004841826496077005,142,170,22
230704,Naive,Target,21,0.0004368505089998319,142,170,22
230704,Naive,Distractor,0,0.0005601541599851828,142,170,22
230704,Naive,Distractor,1,-0.0005000828480674012,142,170,22
230704,Naive,Distractor,2,-0.0004010982277400793,142,170,22
230704,Naive,Distractor,3,-0.00044477048187958955,142,170,22
230704,Naive,Distractor,4,-0.00016512921778632697,142,170,22
230704,Naive,Distractor,5,-4.45957850747188e-05,142,170,22
230704,Naive,Distractor,6,2.6883280631598834e-05,142,170,22
230704,Naive,Distractor,7,0.00019915664295670567,142,170,22
230704,Naive,Distractor,8,0.00037163277884762875,142,170,22
230704,Naive,Distractor,9,0.0005207118868697917,142,170,22
230704,Naive,Distractor,10,0.0004372919712423937,142,170,22
230704,Naive,Distractor,11,0.0003333421406530604,142,170,22
230704,Naive,Distractor,12,0.000343749178506673,142,170,22
230704,Naive,Distractor,13,0.00033983663092444506,142,170,22
230704,Naive,Distractor,14,0.000294878476974688,142,170,22
230704,Naive,Distractor,15,0.00031417094219495884,142,170,22
230704,Naive,Distractor,16,0.0002692752749084411,142,170,22
230704,Naive,Distractor,17,0.00021943721865771618,142,170,22
230704,Naive,Distractor,18,0.00014386635501577704,142,170,22
230704,Naive,Distractor,19,1.0219137813463129e-05,142,170,22
230704,Naive,Distractor,20,-0.00013490662801164818,142,170,22
230704,Naive,Distractor,21,-0.0002345773659892908,142,170,22
230705,Naive,Hits,0,-0.0003969834748657016,142,170,22
230705,Naive,Hits,1,-0.0007854372494166024,142,170,22
230705,Naive,Hits,2,-0.000506557825745369,142,170,22
230705,Naive,Hits,3,-0.0002899501871282656,142,170,22
230705,Naive,Hits,4,-0.00040743935835256073,142,170,22
230705,Naive,Hits,5,-0.00038709822721311686,142,170,22
230705,Naive,Hits,6,-0.0004376958000562819,142,170,22
230705,Naive,Hits,7,9.853438942532504e-06,142,170,22
230705,Naive,Hits,8,0.000631529275243877,142,170,22
230705,Naive,Hits,9,0.0009142837913507165,142,170,22
230705,Naive,Hits,10,0.001258512142375072,142,170,22
230705,Naive,Hits,11,0.0020573325300683536,142,170,22
230705,Naive,Hits,12,0.0023592965694462374,142,170,22
230705,Naive,Hits,13,0.004198139203103416,142,170,22
230705,Naive,Hits,14,0.005980123649357169,142,170,22
230705,Naive,Hits,15,0.0076670571802671126,142,170,22
230705,Naive,Hits,16,0.009419761351917818,142,170,22
230705,Naive,Hits,17,0.012456635278910964,142,170,22
230705,Naive,Hits,18,0.015476014844398927,142,170,22
230705,Naive,Hits,19,0.018873973971395747,142,170,22
230705,Naive,Hits,20,0.02121625703313953,142,170,22
230705,Naive,Hits,21,0.02301936261065914,142,170,22
230705,Naive,GoodLicks,0,-9.059747623942701e-06,142,170,14
230705,Naive,GoodLicks,1,0.00032824864910210665,142,170,14
230705,Naive,GoodLicks,2,0.0011264662108637356,142,170,14
230705,Naive,GoodLicks,3,0.002628313569988948,142,170,14
230705,Naive,GoodLicks,4,0.0039038099191087963,142,170,14
230705,Naive,GoodLicks,5,0.0053643586194134976,142,170,14
230705,Naive,GoodLicks,6,0.00668854457385015,142,170,14
230705,Naive,GoodLicks,7,0.008889384950406743,142,170,14
230705,Naive,GoodLicks,8,0.012565272353516243,142,170,14
230705,Naive,GoodLicks,9,0.01700002566005317,142,170,14
230705,Naive,GoodLicks,10,0.018810822062745994,142,170,14
230705,Naive,GoodLicks,11,0.019700737210119813,142,170,14
230705,Naive,GoodLicks,12,0.01649030237502535,142,170,14
230705,Naive,GoodLicks,13,0.008447984024593192,142,170,14
230705,Naive,FA,0,0.0027866169569820422,142,170,22
230705,Naive,FA,1,-0.00021361558710824533,142,170,22
230705,Naive,FA,2,-4.495735029703841e-05,142,170,22
230705,Naive,FA,3,-0.0006224101835345866,142,170,22
230705,Naive,FA,4,-0.0010412883757468221,142,170,22
230705,Naive,FA,5,-0.0009597351984811904,142,170,22
230705,Naive,FA,6,-0.0002862379456462988,142,170,22
230705,Naive,FA,7,0.00045681853741606814,142,170,22
230705,Naive,FA,8,0.0004808618864245689,142,170,22
230705,Naive,FA,9,0.0009075727787443459,142,170,22
230705,Naive,FA,10,0.0013229914382292026,142,170,22
230705,Naive,FA,11,0.0015072742966422005,142,170,22
230705,Naive,FA,12,0.004159014100076771,142,170,22
230705,Naive,FA,13,0.007101349405990977,142,170,22
230705,Naive,FA,14,0.010783365284611853,142,170,22
230705,Naive,FA,15,0.014029655477186305,142,170,22
230705,Naive,FA,16,0.015971733095886405,142,170,22
230705,Naive,FA,17,0.017063519176021714,142,170,22
230705,Naive,FA,18,0.017455975477859036,142,170,22
230705,Naive,FA,19,0.01740453486621998,142,170,22
230705,Naive,FA,20,0.01750272218879575,142,170,22
230705,Naive,FA,21,0.018090708087895056,142,170,22
230705,Naive,DistractorLicks,0,-0.00024347831832397234,142,170,14
230705,Naive,DistractorLicks,1,0.0004894468606635557,142,170,14
230705,Naive,DistractorLicks,2,0.001584447247914683,142,170,14
230705,Naive,DistractorLicks,3,0.002176714632702672,142,170,14
230705,Naive,DistractorLicks,4,0.0025322660768277716,142,170,14
230705,Naive,DistractorLicks,5,0.0029290387942691744,142,170,14
230705,Naive,DistractorLicks,6,0.003893840040339181,142,170,14
230705,Naive,DistractorLicks,7,0.005362908261727369,142,170,14
230705,Naive,DistractorLicks,8,0.00726087327841647,142,170,14
230705,Naive,DistractorLicks,9,0.01271191606664857,142,170,14
230705,Naive,DistractorLicks,10,0.018635797260304243,142,170,14
230705,Naive,DistractorLicks,11,0.019334008274057762,142,170,14
230705,Naive,DistractorLicks,12,0.020987847490611042,142,170,14
230705,Naive,DistractorLicks,13,0.0165792656339067,142,170,14
230705,Naive,Spont,0,0.0023560814651305694,142,170,14
230705,Naive,Spont,1,0.0003151598626015459,142,170,14
230705,Naive,Spont,2,-0.0001210814020742851,142,170,14
230705,Naive,Spont,3,-0.00057588116686837,142,170,14
230705,Naive,Spont,4,-0.0013281980625138208,142,170,14
230705,Naive,Spont,5,-0.0028858830722492644,142,170,14
230705,Naive,Spont,6,-0.0006950002966252775,142,170,14
230705,Naive,Spont,7,0.00035891568387275597,142,170,14
230705,Naive,Spont,8,0.002853507784918941,142,170,14
230705,Naive,Spont,9,0.002568738662007567,142,170,14
230705,Naive,Spont,10,0.0042527061973853,142,170,14
230705,Naive,Spont,11,0.005601309928939936,142,170,14
230705,Naive,Spont,12,0.006324336239585024,142,170,14
230705,Naive,Spont,13,0.005848646617589627,142,170,14
230705,Naive,Misses,0,0.0011815311804388973,142,170,22
230705,Naive,Misses,1,-0.0005487291230901097,142,170,22
230705,Naive,Misses,2,-0.0005450239666780583,142,170,22
230705,Naive,Misses,3,-0.0006146365047886245,142,170,22
230705,Naive,Misses,4,-0.00042880666683148234,142,170,22
230705,Naive,Misses,5,-0.00026816476188870543,142,170,22
230705,Naive,Misses,6,2.9903624096774583e-06,142,170,22
230705,Naive,Misses,7,0.00022611119221099523,142,170,22
230705,Naive,Misses,8,0.0004741078927779649,142,170,22
230705,Naive,Misses,9,0.0006415064106226548,142,170,22
230705,Naive,Misses,10,0.0010606451652556857,142,170,22
230705,Naive,Misses,11,0.001287433761629257,142,170,22
230705,Naive,Misses,12,0.0015740650335733044,142,170,22
230705,Naive,Misses,13,0.0019733804855619876,142,170,22
230705,Naive,Misses,14,0.002108654661648519,142,170,22
230705,Naive,Misses,15,0.0020488186517981905,142,170,22
230705,Naive,Misses,16,0.0021458188357092547,142,170,22
230705,Naive,Misses,17,0.0022748722176123117,142,170,22
230705,Naive,Misses,18,0.002001198555401042,142,170,22
230705,Naive,Misses,19,0.0016661910483256584,142,170,22
230705,Naive,Misses,20,0.0013540888827819361,142,170,22
230705,Naive,Misses,21,0.001252247392336362,142,170,22
230705,Naive,CR,0,0.004228567092026713,142,170,22
230705,Naive,CR,1,-0.00018791515975075424,142,170,22
230705,Naive,CR,2,-0.000100742346210939,142,170,22
230705,Naive,CR,3,2.7335141306308646e-05,142,170,22
230705,Naive,CR,4,5.080057350076336e-05,142,170,22
230705,Naive,CR,5,-9.619077104824787e-07,142,170,22
230705,Naive,CR,6,-0.00013926495321084405,142,170,22
230705,Naive,CR,7,-5.3290528499973365e-05,142,170,22
230705,Naive,CR,8,0.0001473487449653675,142,170,22
230705,Naive,CR,9,8.000219249699829e-05,142,170,22
230705,Naive,CR,10,0.00017668824311355507,142,170,22
230705,Naive,CR,11,0.00023752106423681905,142,170,22
230705,Naive,CR,12,0.0003945888040483117,142,170,22
230705,Naive,CR,13,0.0008199699398393224,142,170,22
230705,Naive,CR,14,0.0011787533416608607,142,170,22
230705,Naive,CR,15,0.0013793382556303174,142,170,22
230705,Naive,CR,16,0.0014340140091528705,142,170,22
230705,Naive,CR,17,0.0013193577413566802,142,170,22
230705,Naive,CR,18,0.0012526702755591835,142,170,22
230705,Naive,CR,19,0.0013290848546601197,142,170,22
230705,Naive,CR,20,0.001314977076627092,142,170,22
230705,Naive,CR,21,0.001077501554285564,142,170,22
230705,Naive,Target,0,0.0010886773771856919,142,170,22
230705,Naive,Target,1,-0.0005626531305210809,142,170,22
230705,Naive,Target,2,-0.0005427612525055497,142,170,22
230705,Naive,Target,3,-0.0005955373096321348,142,170,22
230705,Naive,Target,4,-0.0004275497663327199,142,170,22
230705,Naive,Target,5,-0.0002751608480842612,142,170,22
230705,Naive,Target,6,-2.2932353029496614e-05,142,170,22
230705,Naive,Target,7,0.00021339014790108842,142,170,22
230705,Naive,Target,8,0.00048336797409948413,142,170,22
230705,Naive,Target,9,0.00065755213890078,142,170,22
230705,Naive,Target,10,0.0010722843992038832,142,170,22
230705,Naive,Target,11,0.0013327219244786237,142,170,22
230705,Naive,Target,12,0.0016202551239187736,142,170,22
230705,Naive,Target,13,0.0021042486454173753,142,170,22
230705,Naive,Target,14,0.0023363881315137374,142,170,22
230705,Naive,Target,15,0.0023793032711198867,142,170,22
230705,Naive,Target,16,0.0025736978072509295,142,170,22
230705,Naive,Target,17,0.0028737994565122414,142,170,22
230705,Naive,Target,18,0.002793834807695032,142,170,22
230705,Naive,Target,19,0.002678413573212131,142,170,22
230705,Naive,Target,20,0.002522451715155916,142,170,22
230705,Naive,Target,21,0.0025326659345906396,142,170,22
230705,Naive,Distractor,0,0.004161641136391739,142,170,22
230705,Naive,Distractor,1,-0.00018910800659013177,142,170,22
230705,Naive,Distractor,2,-9.815316918539854e-05,142,170,22
230705,Naive,Distractor,3,-2.8218146989648476e-06,142,170,22
230705,Naive,Distractor,4,1.1290075087565892e-07,142,170,22
230705,Naive,Distractor,5,-4.54619338643969e-05,142,170,22
230705,Naive,Distractor,6,-0.00014608648450531713,142,170,22
230705,Naive,Distractor,7,-2.9614580292899383e-05,142,170,22
230705,Naive,Distractor,8,0.0001628282578600984,142,170,22
230705,Naive,Distractor,9,0.0001184126416477189,142,170,22
230705,Naive,Distractor,10,0.0002298921888784143,142,170,22
230705,Naive,Distractor,11,0.0002964547585678709,142,170,22
230705,Naive,Distractor,12,0.0005693089654673605,142,170,22
230705,Naive,Distractor,13,0.001111510758943401,142,170,22
230705,Naive,Distractor,14,0.0016245370183379116,142,170,22
230705,Naive,Distractor,15,0.0019664837806814385,142,170,22
230705,Naive,Distractor,16,0.0021087604646552694,142,170,22
230705,Naive,Distractor,17,0.0020500994113200575,142,170,22
230705,Naive,Distractor,18,0.002004722415750309,142,170,22
230705,Naive,Distractor,19,0.0020752027876861077,142,170,22
230705,Naive,Distractor,20,0.0020663070185420987,142,170,22
230705,Naive,Distractor,21,0.0018671440516260763,142,170,22
230706,Naive,Hits,0,0.005533391088036977,142,170,22
230706,Naive,Hits,1,-0.0006152978864922414,142,170,22
230706,Naive,Hits,2,-0.00035446204723397557,142,170,22
230706,Naive,Hits,3,-0.0006892386181191923,142,170,22
230706,Naive,Hits,4,-0.0011687105925254344,142,170,22
230706,Naive,Hits,5,-0.0006779194248101241,142,170,22
230706,Naive,Hits,6,0.0004794193814881231,142,170,22
230706,Naive,Hits,7,0.0010600842581717585,142,170,22
230706,Naive,Hits,8,0.0009945576063463586,142,170,22
230706,Naive,Hits,9,0.000519373418008933,142,170,22
230706,Naive,Hits,10,0.000452193905165784,142,170,22
230706,Naive,Hits,11,0.0011864284998612674,142,170,22
230706,Naive,Hits,12,0.001963520974531231,142,170,22
230706,Naive,Hits,13,0.0023951827478088704,142,170,22
230706,Naive,Hits,14,0.0023589871946488785,142,170,22
230706,Naive,Hits,15,0.002815924435200225,142,170,22
230706,Naive,Hits,16,0.004819701428306941,142,170,22
230706,Naive,Hits,17,0.006426251544968972,142,170,22
230706,Naive,Hits,18,0.010480572985027622,142,170,22
230706,Naive,Hits,19,0.013996765155275957,142,170,22
230706,Naive,Hits,20,0.017575640873684458,142,170,22
230706,Naive,Hits,21,0.020607647072645285,142,170,22
230706,Naive,GoodLicks,0,0.0009906080117277796,142,170,14
230706,Naive,GoodLicks,1,0.001315181362755018,142,170,14
230706,Naive,GoodLicks,2,0.0008625614787096647,142,170,14
230706,Naive,GoodLicks,3,0.0010355418271240388,142,170,14
230706,Naive,GoodLicks,4,0.0005533952881204481,142,170,14
230706,Naive,GoodLicks,5,0.0007286503666889272,142,170,14
230706,Naive,GoodLicks,6,0.00192632206414948,142,170,14
230706,Naive,GoodLicks,7,0.0029508364381053784,142,170,14
230706,Naive,GoodLicks,8,0.004794657447149402,142,170,14
230706,Naive,GoodLicks,9,0.009317703088081837,142,170,14
230706,Naive,GoodLicks,10,0.012216813774225456,142,170,14
230706,Naive,GoodLicks,11,0.017427654324348896,142,170,14
230706,Naive,GoodLicks,12,0.021548755630050074,142,170,14
230706,Naive,GoodLicks,13,0.014802242771882705,142,170,14
230706,Naive,FA,0,0.0047383611631125625,142,170,22
230706,Naive,FA,1,-0.0002832433784495704,142,170,22
230706,Naive,FA,2,0.00041058156336427394,142,170,22
230706,Naive,FA,3,0.0006582271943071038,142,170,22
230706,Naive,FA,4,0.0007833299326066894,142,170,22
230706,Naive,FA,5,0.0004838852821767548,142,170,22
230706,Naive,FA,6,0.0001882377820704552,142,170,22
230706,Naive,FA,7,-0.00019955815521705125,142,170,22
230706,Naive,FA,8,-0.000524790249455274,142,170,22
230706,Naive,FA,9,-0.0006157349565185526,142,170,22
230706,Naive,FA,10,-0.0009009350148848241,142,170,22
230706,Naive,FA,11,-0.0010123015788992586,142,170,22
230706,Naive,FA,12,-0.00035618086317095214,142,170,22
230706,Naive,FA,13,0.0005143586703796343,142,170,22
230706,Naive,FA,14,0.001294490602247013,142,170,22
230706,Naive,FA,15,0.002722634206978699,142,170,22
230706,Naive,FA,16,0.00391560065186658,142,170,22
230706,Naive,FA,17,0.0049875391146967105,142,170,22
230706,Naive,FA,18,0.005891276368150966,142,170,22
230706,Naive,FA,19,0.006842588951858734,142,170,22
230706,Naive,FA,20,0.00805738907328722,142,170,22
230706,Naive,FA,21,0.010411390910464668,142,170,22
230706,Naive,DistractorLicks,0,-0.0009336273994486563,142,170,14
230706,Naive,DistractorLicks,1,-0.0007819654527333108,142,170,14
230706,Naive,DistractorLicks,2,-0.0005028316568148416,142,170,14
230706,Naive,DistractorLicks,3,-0.00010167544620416082,142,170,14
230706,Naive,DistractorLicks,4,-3.835526881977005e-05,142,170,14
230706,Naive,DistractorLicks,5,0.00018354345636787355,142,170,14
230706,Naive,DistractorLicks,6,0.0003931977790868214,142,170,14
230706,Naive,DistractorLicks,7,0.0013892822913021978,142,170,14
230706,Naive,DistractorLicks,8,0.003011962396040832,142,170,14
230706,Naive,DistractorLicks,9,0.005340580045838404,142,170,14
230706,Naive,DistractorLicks,10,0.009289474086095187,142,170,14
230706,Naive,DistractorLicks,11,0.009057778865423822,142,170,14
230706,Naive,DistractorLicks,12,0.009014694232899969,142,170,14
230706,Naive,DistractorLicks,13,0.0062809667585494505,142,170,14
230706,Naive,Spont,0,0.0058309552278237985,142,170,14
230706,Naive,Spont,1,0.0041847610296013036,142,170,14
230706,Naive,Spont,2,0.003890188441795441,142,170,14
